BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Isolate	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	tissue_type	Label	sub_species	body_site	pathovar	use_species
PRJNA192205	SRR1284300	WGS	200	3316606200	SAMN02743819	2361571316	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535392	Illumina HiSeq 2000	D_Ko_C04	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C04	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C04	corone	blood	blood	0
PRJNA192205	SRR1284302	WGS	200	3286466600	SAMN02743819	2343812197	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535392	Illumina HiSeq 2000	D_Ko_C04	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C04	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C04	corone	blood	blood	0
PRJNA192205	SRR1284304	WGS	200	3344792400	SAMN02743819	2334859659	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535392	Illumina HiSeq 2000	D_Ko_C04	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C04	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C04	corone	blood	blood	0
PRJNA192205	SRR1284307	WGS	200	10258570000	SAMN02743819	7280822580	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535392	Illumina HiSeq 2000	D_Ko_C04	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C04	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C04	corone	blood	blood	0
PRJNA192205	SRR1284320	WGS	200	2367198000	SAMN02743820	1733624899	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535393	Illumina HiSeq 2000	D_Ko_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C05	corone	blood	blood	0
PRJNA192205	SRR1284321	WGS	200	1894166400	SAMN02743820	1406638300	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535393	Illumina HiSeq 2000	D_Ko_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C05	corone	blood	blood	0
PRJNA192205	SRR1284322	WGS	200	1897678200	SAMN02743820	1402390817	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535393	Illumina HiSeq 2000	D_Ko_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C05	corone	blood	blood	0
PRJNA192205	SRR1284323	WGS	200	1895064200	SAMN02743820	1395164775	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535393	Illumina HiSeq 2000	D_Ko_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C05	corone	blood	blood	0
PRJNA192205	SRR1284324	WGS	200	4022631600	SAMN02743820	2803975318	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535393	Illumina HiSeq 2000	D_Ko_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C05	corone	blood	blood	0
PRJNA192205	SRR1284325	WGS	200	3569390200	SAMN02743821	2620803671	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535394	Illumina HiSeq 2000	D_Ko_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C08	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C08	corone	blood	blood	0
PRJNA192205	SRR1284326	WGS	200	1940973200	SAMN02743821	1443661803	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535394	Illumina HiSeq 2000	D_Ko_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C08	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C08	corone	blood	blood	0
PRJNA192205	SRR1284327	WGS	200	1945466800	SAMN02743821	1438966458	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535394	Illumina HiSeq 2000	D_Ko_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C08	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C08	corone	blood	blood	0
PRJNA192205	SRR1284328	WGS	200	1945194200	SAMN02743821	1435265840	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535394	Illumina HiSeq 2000	D_Ko_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C08	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C08	corone	blood	blood	0
PRJNA192205	SRR1284329	WGS	200	2205107600	SAMN02743822	1358214125	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C11	corone	blood	blood	0
PRJNA192205	SRR1284330	WGS	200	2959106600	SAMN02743822	2100613728	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C11	corone	blood	blood	0
PRJNA192205	SRR1284331	WGS	200	2933261800	SAMN02743822	2085802595	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C11	corone	blood	blood	0
PRJNA192205	SRR1284332	WGS	200	3018094200	SAMN02743822	2098894506	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C11	corone	blood	blood	0
PRJNA192205	SRR1284333	WGS	200	2705813800	SAMN02743823	1988261579	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C13	corone	blood	blood	0
PRJNA192205	SRR1284334	WGS	200	1950866600	SAMN02743823	1442075292	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C13	corone	blood	blood	0
PRJNA192205	SRR1284335	WGS	200	1947067200	SAMN02743823	1429197770	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C13	corone	blood	blood	0
PRJNA192205	SRR1284336	WGS	200	1977236400	SAMN02743823	1453187630	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C13	corone	blood	blood	0
PRJNA192205	SRR1284337	WGS	200	15181039600	SAMN02743823	10739045820	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C13	corone	blood	blood	0
PRJNA192205	SRR1284338	WGS	200	2282519600	SAMN02743824	1679743072	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C15	corone	blood	blood	0
PRJNA192205	SRR1284340	WGS	200	2038031200	SAMN02743824	1499097693	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C15	corone	blood	blood	0
PRJNA192205	SRR1284341	WGS	200	2074654000	SAMN02743824	1527692353	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C15	corone	blood	blood	0
PRJNA192205	SRR1284342	WGS	200	21045944400	SAMN02743824	15134328681	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C15	corone	blood	blood	0
PRJNA192205	SRR1284343	WGS	200	975331200	SAMN02743825	700252405	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C19	corone	blood	blood	0
PRJNA192205	SRR1284344	WGS	200	4134422000	SAMN02743825	3037440742	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C19	corone	blood	blood	0
PRJNA192205	SRR1284345	WGS	200	4108944200	SAMN02743825	3020295184	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C19	corone	blood	blood	0
PRJNA192205	SRR1284346	WGS	200	4248960600	SAMN02743825	3078598460	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C19	corone	blood	blood	0
PRJNA192205	SRR1284347	WGS	200	4229242200	SAMN02743825	3056365491	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C19	corone	blood	blood	0
PRJNA192205	SRR1284348	WGS	200	2689067600	SAMN02743826	2015993245	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	Model organism or animal	female	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C20	corone	blood	blood	0
PRJNA192205	SRR1284349	WGS	200	3894388200	SAMN02743826	2891898099	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	Model organism or animal	female	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C20	corone	blood	blood	0
PRJNA192205	SRR1284350	WGS	200	3863829800	SAMN02743826	2877642752	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	Model organism or animal	female	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C20	corone	blood	blood	0
PRJNA192205	SRR1284351	WGS	200	3833214600	SAMN02743826	2812700518	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	Model organism or animal	female	NA	2010	Germany	Europe	Germany: Konstanz	NA	D_Ko_C20	corone	blood	blood	0
PRJNA192205	SRR1284354	WGS	200	1797730400	SAMN02743827	1331499375	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C01	corone	blood	blood	0
PRJNA192205	SRR1284355	WGS	200	1789130200	SAMN02743827	1332016231	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C01	corone	blood	blood	0
PRJNA192205	SRR1284356	WGS	200	1809675800	SAMN02743827	1323593309	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C01	corone	blood	blood	0
PRJNA192205	SRR1284357	WGS	200	6067819800	SAMN02743827	4311475724	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C01	corone	blood	blood	0
PRJNA192205	SRR1284358	WGS	200	3347311000	SAMN02743828	2374521816	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C05	corone	blood	blood	0
PRJNA192205	SRR1284359	WGS	200	1982595600	SAMN02743828	1443522861	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C05	corone	blood	blood	0
PRJNA192205	SRR1284360	WGS	200	1962059600	SAMN02743828	1429802877	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C05	corone	blood	blood	0
PRJNA192205	SRR1284361	WGS	200	2017858600	SAMN02743828	1446154977	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C05	corone	blood	blood	0
PRJNA192205	SRR1284362	WGS	200	1998225600	SAMN02743828	1428026215	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C05	corone	blood	blood	0
PRJNA192205	SRR1284363	WGS	200	9609406200	SAMN02743828	6710566958	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C05	corone	blood	blood	0
PRJNA192205	SRR1284364	WGS	200	936445000	SAMN02743829	579382622	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C06	corone	blood	blood	0
PRJNA192205	SRR1284365	WGS	200	2576193000	SAMN02743829	1831635989	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C06	corone	blood	blood	0
PRJNA192205	SRR1284366	WGS	200	2555118000	SAMN02743829	1819191478	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C06	corone	blood	blood	0
PRJNA192205	SRR1284367	WGS	200	2697256400	SAMN02743829	1880275446	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C06	corone	blood	blood	0
PRJNA192205	SRR1284368	WGS	200	3720430400	SAMN02743830	2640933047	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C11	corone	blood	blood	0
PRJNA192205	SRR1284369	WGS	200	2479070600	SAMN02743830	1806144962	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C11	corone	blood	blood	0
PRJNA192205	SRR1284370	WGS	200	2462562200	SAMN02743830	1795693137	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C11	corone	blood	blood	0
PRJNA192205	SRR1284371	WGS	200	2498322000	SAMN02743830	1792119441	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C11	corone	blood	blood	0
PRJNA192205	SRR1284372	WGS	200	2489083000	SAMN02743830	1780480574	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C11	corone	blood	blood	0
PRJNA192205	SRR1284374	WGS	200	1869572800	SAMN02743831	1386878280	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535404	Illumina HiSeq 2000	D_Ra_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C14	SRP022901	Model organism or animal	male	NA	2010	Germany	Europe	Germany: Radolfzell	NA	D_Ra_C14	corone	muscle	muscle	0
